"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"100403","100403","Marienhospital","50.7625847","6.0977208","","","0","","Europe/Berlin","0"
"100505","100505","Am Friedrich","50.76345","6.0527638","","","0","","Europe/Berlin","0"
"100841","100841","Karolingerstraße","50.7859208","6.0921122","","","0","","Europe/Berlin","0"
"100815","100815","Feldchen","50.7971852","6.1069133","","","0","","Europe/Berlin","0"
"100710","100710","Schönauer Friede","50.816588","6.0652263","","","0","","Europe/Berlin","0"
"100935","100935","Kroitzheider Weg","50.7212505","6.1496894","","","0","","Europe/Berlin","0"
"100352","100352","Danziger Straße","50.7547802","6.1427963","","","0","","Europe/Berlin","0"
"211315","211315","Begau Paulstraße","0.0","0.0","","","0","","Europe/Berlin","0"
"100472","100472","Augustinerweg","50.7249172","6.0896686","","","0","","Europe/Berlin","0"
"415016","415016","Talstraße","50.9199","6.1210616","","","0","","Europe/Berlin","0"
"211282","211282","Alsdorf Zopp","0.0","0.0","","","0","","Europe/Berlin","0"
"211309","211309","Warden Feld","50.8644088","6.21546","","","0","","Europe/Berlin","0"
"215901","215901","Von-Werner-Straße","50.7714336","6.2248552","","","0","","Europe/Berlin","0"
"214425","214425","Fidelisstraße","50.9117261","6.179123","","","0","","Europe/Berlin","0"
"210605","210605","Boscheler Berg","50.8982597","6.1326041","","","0","","Europe/Berlin","0"
"100421","100421","Bayernallee","50.7554763","6.0952966","","","0","","Europe/Berlin","0"
"210655","210655","Merkstein Humboldtstraße","0.0","0.0","","","0","","Europe/Berlin","0"
"210714","210714","Bachstraße","50.8326122","6.0711822","","","0","","Europe/Berlin","0"
"215856","215856","Gracht","50.7728333","6.3236944","","","0","","Europe/Berlin","0"
"100951","100951","Schmithof Schule","50.6886383","6.1683636","","","0","","Europe/Berlin","0"
"100009","100009","Normaluhr","50.7680616","6.094883","","","0","","Europe/Berlin","0"
"100031","100031","Wallstraße","50.7708961","6.0913022","","","0","","Europe/Berlin","0"
"380011","380011","Heistern Friedhof","50.7888802","6.32452","","","0","","Europe/Berlin","0"
"100143","100143","Waldstraße","50.793913","6.1615947","","","0","","Europe/Berlin","0"
"210741","210741","Ebertstraße","50.8332152","6.083575","","","0","","Europe/Berlin","0"
"212028","212028","Bardenberg Pley","50.8489","6.0968372","","","0","","Europe/Berlin","0"
"211322","211322","Alb-Schweitzer-Str","50.8553833","6.1951952","","","0","","Europe/Berlin","0"
"210615","210615","An der Herrenstraß","50.8855927","6.1079694","","","0","","Europe/Berlin","0"
"872206","872206","Liberme","50.6515869","6.05152","","","0","","Europe/Berlin","0"
"215705","215705","Anemonenweg","50.7800244","6.2440802","","","0","","Europe/Berlin","0"
"100728","100728","Kackertstraße","50.7909166","6.0620277","","","0","","Europe/Berlin","0"
"873150","873150","Kelmis Friedhof","50.7166894","6.0182325","","","0","","Europe/Berlin","0"
"100631","100631","Kastanienweg","50.7854908","6.0547602","","","0","","Europe/Berlin","0"
"215944","215944","Breinig Siedlung","50.7372638","6.2390694","","","0","","Europe/Berlin","0"
"100051","100051","Scheibenstraße","50.7744208","6.10152","","","0","","Europe/Berlin","0"
"100609","100609","Püngelerstraße","50.7690688","6.0247316","","","0","","Europe/Berlin","0"
"213227","213227","Lindenallee","50.8271524","6.3194636","","","0","","Europe/Berlin","0"
"100902","100902","Rollefbachweg","50.7392927","6.1749488","","","0","","Europe/Berlin","0"
"100938","100938","Walheim Friedhof","50.7102197","6.175888","","","0","","Europe/Berlin","0"
"100905","100905","Kornelimünster","50.7280388","6.1839722","","","0","","Europe/Berlin","0"
"380003","380003","An der Kante","50.7945805","6.3367994","","","0","","Europe/Berlin","0"
"210643","210643","Wildnis Anfang","0.0","0.0","","","0","","Europe/Berlin","0"
"210649","210649","Plitschard Dorf","0.0","0.0","","","0","","Europe/Berlin","0"
"212071","212071","Wurmtal","50.8405475","6.0987363","","","0","","Europe/Berlin","0"
"210515","210515","Bierstraß Anfang","0.0","0.0","","","0","","Europe/Berlin","0"
"210552","210552","Pricksteenweg","50.8555855","6.0760744","","","0","","Europe/Berlin","0"
"100113","100113","Prager Ring","50.7921488","6.1186305","","","0","","Europe/Berlin","0"
"214412","214412","Oidtweiler Kapelle","50.8982858","6.180123","","","0","","Europe/Berlin","0"
"100462","100462","Hauptstraße","50.7658272","6.0899033","","","0","","Europe/Berlin","0"
"210505","210505","Vier Jahreszeiten","50.8510347","6.1120072","","","0","","Europe/Berlin","0"
"213232","213232","Wilhelmshöhe","50.8208644","6.3243163","","","0","","Europe/Berlin","0"
"100434","100434","Zwanzigmorgen","50.7630833","6.1108055","","","0","","Europe/Berlin","0"
"100407","100407","Forster Weg","50.7572336","6.1008272","","","0","","Europe/Berlin","0"
"100323","100323","Niederforstbach","50.7415197","6.1578152","","","0","","Europe/Berlin","0"
"213324","213324","Sticher Berg","50.8114488","6.2534666","","","0","","Europe/Berlin","0"
"213402","213402","Schwan","50.8221827","6.2403411","","","0","","Europe/Berlin","0"
"875011","875011","Belven 96","50.6709816","6.0757588","","","0","","Europe/Berlin","0"
"211307","211307","Schillerstraße","50.8660644","6.2096577","","","0","","Europe/Berlin","0"
"212099","212099","Drischer Straße","50.81764","6.1370572","","","0","","Europe/Berlin","0"
"211211","211211","Anna I","50.8722472","6.1597638","","","0","","Europe/Berlin","0"
"100512","100512","Schillerstraße","50.7629322","6.0782047","","","0","","Europe/Berlin","0"
"211353","211353","Industriepark","50.8802499","6.219","","","0","","Europe/Berlin","0"
"215805","215805","Vicht Brücke","50.7451302","6.2637336","","","0","","Europe/Berlin","0"
"210650","210650","Plitschard Friedhof","0.0","0.0","","","0","","Europe/Berlin","0"
"213008","213008","Eschw. Friedhof","50.8175522","6.2773105","","","0","","Europe/Berlin","0"
"100985","100985","Schleckheimer Str.","50.7236208","6.1651047","","","0","","Europe/Berlin","0"
"213251","213251","Auf dem Pesch","50.8270208","6.3084291","","","0","","Europe/Berlin","0"
"100732","100732","Richterich Kirche","50.8150363","6.0585836","","","0","","Europe/Berlin","0"
"100121","100121","Haaren Denkmal","50.7983069","6.126873","","","0","","Europe/Berlin","0"
"215503","215503","Mühlener Brücke","50.778593","6.222763","","","0","","Europe/Berlin","0"
"213423","213423","Westerwaldstraße","50.8403222","6.2363175","","","0","","Europe/Berlin","0"
"100232","100232","Eisenbahnweg","50.7725633","6.1253713","","","0","","Europe/Berlin","0"
"100120","100120","Birkenweg","50.7979983","6.129553","","","0","","Europe/Berlin","0"
"708006","708006","Bradleystraat","50.870973","5.9955933","","","0","","Europe/Berlin","0"
"100930","100930","Hundskaulweg","50.7160661","6.1648022","","","0","","Europe/Berlin","0"
"210613","210613","Sommerweg","50.8842208","6.1041722","","","0","","Europe/Berlin","0"
"213007","213007","Raths./City-Center","50.8173677","6.2715766","","","0","","Europe/Berlin","0"
"210603","210603","Goethestraße","50.8904574","6.1243105","","","0","","Europe/Berlin","0"
"215935","215935","Fuchskaul","50.7414227","6.1976097","","","0","","Europe/Berlin","0"
"100224","100224","Rheingold","50.7770802","6.1712197","","","0","","Europe/Berlin","0"
"214413","214413","Kloshaus","50.896275","6.1784238","","","0","","Europe/Berlin","0"
"100441","100441","Hasencleverstraße","50.7662147","6.1187772","","","0","","Europe/Berlin","0"
"100543","100543","Bildchen Zollamt","50.7306169","6.0406025","","","0","","Europe/Berlin","0"
"385018","385018","Weiler-Hausen","50.8725788","6.2679486","","","0","","Europe/Berlin","0"
"370007","370007","Abzw. Bourheim","50.9089425","6.3202088","","","0","","Europe/Berlin","0"
"215973","215973","Hassenberg","50.7498397","6.2257008","","","0","","Europe/Berlin","0"
"385012","385012","Aldenhoven Kapelle","50.8943336","6.2826991","","","0","","Europe/Berlin","0"
"100382","100382","Am Tiergarten","50.755833","6.1689597","","","0","","Europe/Berlin","0"
"100017","100017","Willy-Brandt-Platz","50.77579","6.09133","","","0","","Europe/Berlin","0"
"100982","100982","Steinkaulweid","50.7307824","6.1731325","","","0","","Europe/Berlin","0"
"100768","100768","Lemiers","50.7869166","5.9987222","","","0","","Europe/Berlin","0"
"100301","100301","Goerdelerstraße","50.7709491","6.112793","","","0","","Europe/Berlin","0"
"211324","211324","Am Neuen Markt","50.8589166","6.1847777","","","0","","Europe/Berlin","0"
"211231","211231","Alsdorf Rathaus","50.8738455","6.1674411","","","0","","Europe/Berlin","0"
"215982","215982","Grüner Weg","50.7599627","6.2204633","","","0","","Europe/Berlin","0"
"215502","215502","Salmstraße","50.7769372","6.2236483","","","0","","Europe/Berlin","0"
"100105","100105","Hüls Friedhof","50.7864566","6.1391083","","","0","","Europe/Berlin","0"
"215905","215905","Münsterb. Schule","50.7707205","6.2120936","","","0","","Europe/Berlin","0"
"100763","100763","Kirschbäumchen","50.8005574","6.0278552","","","0","","Europe/Berlin","0"
"875009","875009","Grossenbusch","50.7082966","6.0885466","","","0","","Europe/Berlin","0"
"211224","211224","Neuweiler","50.8872047","6.1726619","","","0","","Europe/Berlin","0"
"100006","100006","Ehrenmal/Lousberg","50.78203","6.0835983","","","0","","Europe/Berlin","0"
"213312","213312","Ringofen","50.8104902","6.2560044","","","0","","Europe/Berlin","0"
"210734","210734","Nordstraße","50.8359541","6.0873558","","","0","","Europe/Berlin","0"
"100661","100661","Floriansdorf","50.7878169","6.0473888","","","0","","Europe/Berlin","0"
"100008","100008","Augustastraße","50.7731333","6.0959027","","","0","","Europe/Berlin","0"
"212033","212033","Kaisersruh","50.8121155","6.1171775","","","0","","Europe/Berlin","0"
"213102","213102","Jülicher Straße","50.8379305","6.2735416","","","0","","Europe/Berlin","0"
"100481","100481","Lichtenb. Kirche","50.7119586","6.1242461","","","0","","Europe/Berlin","0"
"211308","211308","Goethestraße","50.8679019","6.2125638","","","0","","Europe/Berlin","0"
"211213","211213","Alsdorf Weiher","50.8657475","6.1535624","","","0","","Europe/Berlin","0"
"213306","213306","Pumpe","50.8037222","6.2425833","","","0","","Europe/Berlin","0"
"211223","211223","Gesamtschule","50.8809394","6.1725108","","","0","","Europe/Berlin","0"
"100225","100225","Bayerhaus","50.7780102","6.1803255","","","0","","Europe/Berlin","0"
"213222","213222","Lynenwerk","50.8209488","6.2995394","","","0","","Europe/Berlin","0"
"725109","725109","Flats","50.7689986","6.0142136","","","0","","Europe/Berlin","0"
"100756","100756","Niersteiner Höfe","50.8103383","6.0442816","","","0","","Europe/Berlin","0"
"875033","875033","Hauset Kapelle","50.7017502","6.064768","","","0","","Europe/Berlin","0"
"100746","100746","Vetschauer Berg","50.8071586","6.0458763","","","0","","Europe/Berlin","0"
"213258","213258","H.-Hollerith-Str.","50.8359611","6.2956111","","","0","","Europe/Berlin","0"
"215827","215827","Industriestraße","50.7677783","6.2736702","","","0","","Europe/Berlin","0"
"100522","100522","Reimser Straße","50.7396038","6.0472402","","","0","","Europe/Berlin","0"
"100971","100971","Baumgartsweg","50.69625","6.1433833","","","0","","Europe/Berlin","0"
"213206","213206","Allensteiner Str.","50.8237686","6.2790361","","","0","","Europe/Berlin","0"
"215833","215833","Krewinkel","50.7626694","6.2860844","","","0","","Europe/Berlin","0"
"212019","212019","Klosterstraße","50.8184141","6.1282474","","","0","","Europe/Berlin","0"
"100007","100007","Eurogress","50.7807852","6.0900738","","","0","","Europe/Berlin","0"
"100362","100362","Brander Feld","50.7467461","6.1481983","","","0","","Europe/Berlin","0"
"213011","213011","Krankenhaus","50.8187088","6.2630986","","","0","","Europe/Berlin","0"
"100001","100001","Elisenbrunnen","50.7747372","6.0879925","","","0","","Europe/Berlin","0"
"212107","212107","Neusen Kreuz","50.8404061","6.1850102","","","0","","Europe/Berlin","0"
"100377","100377","Debyestraße","50.7614805","6.1544102","","","0","","Europe/Berlin","0"
"100625","100625","Halifaxstraße","50.7796908","6.0588083","","","0","","Europe/Berlin","0"
"210506","210506","Am Hillenberg","50.8582769","6.1055769","","","0","","Europe/Berlin","0"
"100812","100812","Am Gut Wolf","50.7889263","6.1046397","","","0","","Europe/Berlin","0"
"100921","100921","Krauthausen","50.7408025","6.1868263","","","0","","Europe/Berlin","0"
"872207","872207","Gut Luft","50.6553697","6.0554272","","","0","","Europe/Berlin","0"
"215508","215508","Finkensief","50.7605258","6.2314072","","","0","","Europe/Berlin","0"
"100711","100711","Uersfeld","50.819928","6.0720425","","","0","","Europe/Berlin","0"
"215712","215712","Brandweiher","50.7691691","6.2422658","","","0","","Europe/Berlin","0"
"370000","370000","Jülich Bahnhof/ZOB","50.919743","6.3674544","","","0","","Europe/Berlin","0"
"213201","213201","Südstraße","50.8206147","6.2822244","","","0","","Europe/Berlin","0"
"100427","100427","Lichtenb. Broich","50.7152936","6.1219138","","","0","","Europe/Berlin","0"
"100144","100144","Kelmesbergweg","50.79222","6.1637588","","","0","","Europe/Berlin","0"
"215913","215913","Buschstraße","50.7798138","6.2141058","","","0","","Europe/Berlin","0"
"215841","215841","Brunnenweg","50.7801002","6.2822069","","","0","","Europe/Berlin","0"
"100964","100964","Gewerbegebiet","50.7110441","6.1379625","","","0","","Europe/Berlin","0"
"100903","100903","Klause","50.7339188","6.173753","","","0","","Europe/Berlin","0"
"100302","100302","Bahnhof Rothe Erde","50.7699361","6.1178416","","","0","","Europe/Berlin","0"
"213323","213323","Röthgener Straße","50.8143072","6.2576252","","","0","","Europe/Berlin","0"
"215814","215814","Sägewerk","50.7228919","6.2550833","","","0","","Europe/Berlin","0"
"213107","213107","Am Hochhaus","50.8347952","6.2802519","","","0","","Europe/Berlin","0"
"210525","210525","Straß","50.8570122","6.0798544","","","0","","Europe/Berlin","0"
"210744","210744","Kircheichstraße","50.8271788","6.0898233","","","0","","Europe/Berlin","0"
"214435","214435","Setterich Siedlung","50.9266597","6.2096891","","","0","","Europe/Berlin","0"
"213407","213407","St. Jöris Schule","50.8352986","6.2123019","","","0","","Europe/Berlin","0"
"100205","100205","Fringsgraben","50.7766724","6.1400277","","","0","","Europe/Berlin","0"
"100054","100054","Hohenzollernplatz","50.776298","6.1125508","","","0","","Europe/Berlin","0"
"100222","100222","Kirchfeld","50.776108","6.1527997","","","0","","Europe/Berlin","0"
"210737","210737","Forstheider Straße","50.8290283","6.0926227","","","0","","Europe/Berlin","0"
"100515","100515","Yorckstraße","50.7569444","6.0735555","","","0","","Europe/Berlin","0"
"100542","100542","Pumpstation","50.733753","6.0438633","","","0","","Europe/Berlin","0"
"875026","875026","Driesch","50.6765633","6.1104716","","","0","","Europe/Berlin","0"
"213243","213243","Bohl","50.8023583","6.2780997","","","0","","Europe/Berlin","0"
"100952","100952","Schmithofer Straße","50.6912222","6.1592025","","","0","","Europe/Berlin","0"
"100704","100704","Laurensberg","50.7970016","6.0632413","","","0","","Europe/Berlin","0"
"215855","215855","Gressenich Kapelle","50.7727011","6.3039938","","","0","","Europe/Berlin","0"
"875042","875042","Hauset Heide","50.7127686","6.083005","","","0","","Europe/Berlin","0"
"100206","100206","Josefstraße","50.7790669","6.1448697","","","0","","Europe/Berlin","0"
"212027","212027","Kamper Gracht","50.8461808","6.1019997","","","0","","Europe/Berlin","0"
"100466","100466","St. Vither Straße","50.7528197","6.0901616","","","0","","Europe/Berlin","0"
"100727","100727","Ritterstraße","50.788308","6.0651441","","","0","","Europe/Berlin","0"
"100814","100814","Grüner Winkel","50.7956472","6.1079877","","","0","","Europe/Berlin","0"
"100355","100355","Sittarder Straße","50.75639","6.1395466","","","0","","Europe/Berlin","0"
"100473","100473","Köpfchen Alt.Zoll","50.7230111","6.0899341","","","0","","Europe/Berlin","0"
"210633","210633","Haus Worm","0.0","0.0","","","0","","Europe/Berlin","0"
"215846","215846","Hitzberg","50.7780694","6.2983527","","","0","","Europe/Berlin","0"
"100411","100411","Schöntal","50.7475033","6.1146775","","","0","","Europe/Berlin","0"
"100803","100803","Alter Tivoli","50.7906677","6.0971555","","","0","","Europe/Berlin","0"
"100821","100821","Bastei","50.7826466","6.0893261","","","0","","Europe/Berlin","0"
"210642","210642","Wildnis Ende","0.0","0.0","","","0","","Europe/Berlin","0"
"211323","211323","Holbeinstraße","50.8573869","6.1903608","","","0","","Europe/Berlin","0"
"875004","875004","Eynattener Feld","50.6866297","6.0796191","","","0","","Europe/Berlin","0"
"210715","210715","Bank","50.8272466","6.0696127","","","0","","Europe/Berlin","0"
"415010","415010","Finkenstraße","50.9157202","6.1294402","","","0","","Europe/Berlin","0"
"215945","215945","Breinigerberg","50.7396652","6.2428497","","","0","","Europe/Berlin","0"
"210771","210771","Altes Zollhaus","50.8458694","6.0740138","","","0","","Europe/Berlin","0"
"212123","212123","Straßenverkehrsamt","50.8054041","6.1527255","","","0","","Europe/Berlin","0"
"100632","100632","Hörnstieg","50.7843388","6.0575238","","","0","","Europe/Berlin","0"
"213101","213101","Heinrich-Heine-Str","50.834645","6.2715777","","","0","","Europe/Berlin","0"
"100406","100406","Rathenauallee","50.7574158","6.09788","","","0","","Europe/Berlin","0"
"212032","212032","Paulinenstraße","50.8161022","6.1215863","","","0","","Europe/Berlin","0"
"212108","212108","Fronhofstraße","50.8419397","6.1816375","","","0","","Europe/Berlin","0"
"100984","100984","Meischenfeld","50.7266197","6.1735844","","","0","","Europe/Berlin","0"
"415002","415002","C.-Magnus-Allee","50.9249386","6.1070655","","","0","","Europe/Berlin","0"
"215953","215953","Breinig Bahnhof","50.73138","6.2138275","","","0","","Europe/Berlin","0"
"210601","210601","Gesamtschule","50.8806111","6.1123333","","","0","","Europe/Berlin","0"
"215938","215938","Breinigerheide","50.7316755","6.2095088","","","0","","Europe/Berlin","0"
"385003","385003","Gewerbegebiet Ost","50.9028133","6.3097322","","","0","","Europe/Berlin","0"
"213000","213000","Eschweiler Bushof","50.8203727","6.262668","","","0","","Europe/Berlin","0"
"210612","210612","Alt-Merkstein","50.8829825","6.10191","","","0","","Europe/Berlin","0"
"210514","210514","Thiergarten","50.8764816","6.1038563","","","0","","Europe/Berlin","0"
"100508","100508","Jüdischer Friedhof","50.7670891","6.0724141","","","0","","Europe/Berlin","0"
"210772","210772","Pannesheide Schule","50.8470775","6.068478","","","0","","Europe/Berlin","0"
"215908","215908","Buschmühle","50.7725975","6.1976847","","","0","","Europe/Berlin","0"
"211269","211269","Bahnübergang","0.0","0.0","","","0","","Europe/Berlin","0"
"213216","213216","Nothberg Kirche","50.8105063","6.2912861","","","0","","Europe/Berlin","0"
"100112","100112","Liebigstraße","50.7893738","6.1160283","","","0","","Europe/Berlin","0"
"210501","210501","Dammstraße","50.8668152","6.0970733","","","0","","Europe/Berlin","0"
"708001","708001","Stadsschouwburg","50.8868272","5.9742613","","","0","","Europe/Berlin","0"
"215974","215974","Hostetstraße","50.7506158","6.2193283","","","0","","Europe/Berlin","0"
"213015","213015","Zechenstraße","50.8127966","6.2735933","","","0","","Europe/Berlin","0"
"380006","380006","Transvaal","50.7820927","6.3182625","","","0","","Europe/Berlin","0"
"100324","100324","Pützgasse","50.7362741","6.1611972","","","0","","Europe/Berlin","0"
"100331","100331","Hochstraße","50.7463941","6.162578","","","0","","Europe/Berlin","0"
"215981","215981","Marie-Juchacz-Park","50.7614383","6.2196625","","","0","","Europe/Berlin","0"
"213315","213315","Am Burgfeld","50.8131555","6.2606694","","","0","","Europe/Berlin","0"
"100738","100738","Zollmuseum","50.8453972","6.0199597","","","0","","Europe/Berlin","0"
"100626","100626","Auf der Hörn","50.7809777","6.0554638","","","0","","Europe/Berlin","0"
"215622","215622","Nikolausstraße","50.7851819","6.2229502","","","0","","Europe/Berlin","0"
"100601","100601","Gartenstraße","50.7704169","6.0695841","","","0","","Europe/Berlin","0"
"100311","100311","Kolpingstraße","50.7506691","6.1715483","","","0","","Europe/Berlin","0"
"872208","872208","Raerenpfad","50.6613266","6.0616572","","","0","","Europe/Berlin","0"
"211352","211352","O.-Lilienthal-Str.","50.8763333","6.2232777","","","0","","Europe/Berlin","0"
"875032","875032","Windmühle","50.6959208","6.0717375","","","0","","Europe/Berlin","0"
"214428","214428","Maarstraße","50.9114869","6.1825772","","","0","","Europe/Berlin","0"
"211244","211244","Schaufenberg Kirche","50.876928","6.1774219","","","0","","Europe/Berlin","0"
"875030","875030","Schöne Aussicht","50.6891513","6.0858358","","","0","","Europe/Berlin","0"
"100731","100731","Hander Weg","50.8131302","6.0597447","","","0","","Europe/Berlin","0"
"100747","100747","Bocholtzer Straße","50.8143602","6.0427052","","","0","","Europe/Berlin","0"
"725106","725106","Parklaan","50.7727027","6.0112377","","","0","","Europe/Berlin","0"
"215817","215817","Zweifall","50.7165838","6.2619727","","","0","","Europe/Berlin","0"
"215802","215802","Bernhardshammer","50.7544919","6.2454633","","","0","","Europe/Berlin","0"
"100212","100212","Eilendorf Markt","50.7794641","6.1637708","","","0","","Europe/Berlin","0"
"100940","100940","Kirchberg","50.7064713","6.1777311","","","0","","Europe/Berlin","0"
"380002","380002","Heistern","50.7962777","6.3356944","","","0","","Europe/Berlin","0"
"100374","100374","Rödgerbach","50.7688402","6.142258","","","0","","Europe/Berlin","0"
"100999","100999","ASA-Haltestelle / FGI-Haltestelle","0.0","0.0","","","0","","Europe/Berlin","0"
"875040","875040","Bergscheid","50.6720538","6.1163455","","","0","","Europe/Berlin","0"
"213307","213307","Friedrichstraße","50.8058186","6.2465272","","","0","","Europe/Berlin","0"
"215793","215793","Duffenter","50.7745252","6.2453072","","","0","","Europe/Berlin","0"
"872201","872201","Eupen Bahnhof","50.6345758","6.0357833","","","0","","Europe/Berlin","0"
"212015","212015","Ringstraße","50.8152311","6.1370077","","","0","","Europe/Berlin","0"
"100426","100426","Kohlshof","50.7204733","6.12645","","","0","","Europe/Berlin","0"
"100433","100433","Frankenberg","50.7667008","6.1090263","","","0","","Europe/Berlin","0"
"385015","385015","Niederm. Ortsmitte","50.8841413","6.2667788","","","0","","Europe/Berlin","0"
"370001","370001","Neues Rathaus","50.9214497","6.3620777","","","0","","Europe/Berlin","0"
"215826","215826","Diepenlinchen","50.7641463","6.2698786","","","0","","Europe/Berlin","0"
"213207","213207","Vöckelsberg","50.825888","6.2760683","","","0","","Europe/Berlin","0"
"100004","100004","Hauptbahnhof","50.7687027","6.0906277","","","0","","Europe/Berlin","0"
"708008","708008","Bautscherweg","50.8666672","6.0006363","","","0","","Europe/Berlin","0"
"215914","215914","Kohlbusch Spielpl.","50.7780747","6.2114747","","","0","","Europe/Berlin","0"
"100401","100401","Rosenquelle","50.7665505","6.0958438","","","0","","Europe/Berlin","0"
"100304","100304","Adenauerallee","50.766538","6.127538","","","0","","Europe/Berlin","0"
"100245","100245","Markusstraße","50.7834686","6.1542136","","","0","","Europe/Berlin","0"
"100106","100106","Hüls Gewerbegebiet","50.7812716","6.13536","","","0","","Europe/Berlin","0"
"213427","213427","Pferdegasse","50.8439388","6.2252061","","","0","","Europe/Berlin","0"
"100412","100412","Lintert Friedhof","50.7474294","6.1252472","","","0","","Europe/Berlin","0"
"210611","210611","Seniorenzentrum","50.8788283","6.1031797","","","0","","Europe/Berlin","0"
"100804","100804","Sportpark Soers","50.7938611","6.1004722","","","0","","Europe/Berlin","0"
"210526","210526","Kohlberg","50.8509466","6.076663","","","0","","Europe/Berlin","0"
"212124","212124","Mitterrandstraße","50.8101072","6.1675675","","","0","","Europe/Berlin","0"
"213408","213408","St. Jöris Kirche","50.8357508","6.2108986","","","0","","Europe/Berlin","0"
"100612","100612","Steinbergweg","50.7745277","6.0383333","","","0","","Europe/Berlin","0"
"210516","210516","Bierstraß","0.0","0.0","","","0","","Europe/Berlin","0"
"215923","215923","Aachener Straße","50.758498","6.2153119","","","0","","Europe/Berlin","0"
"385014","385014","Patterner Ring","50.8887694","6.2750763","","","0","","Europe/Berlin","0"
"210743","210743","Altes Rathaus","50.8294633","6.0882522","","","0","","Europe/Berlin","0"
"211351","211351","Konrad-Zuse-Straße","50.8735555","6.2238055","","","0","","Europe/Berlin","0"
"100653","100653","Lennestraße","50.7701922","6.0598308","","","0","","Europe/Berlin","0"
"875012","875012","Belven 60","50.6696555","6.0826313","","","0","","Europe/Berlin","0"
"213225","213225","Berliner Ring","50.8275983","6.3141725","","","0","","Europe/Berlin","0"
"100712","100712","Roder Weg","50.8173969","6.0653266","","","0","","Europe/Berlin","0"
"100604","100604","Westfriedhof","50.7692586","6.0497513","","","0","","Europe/Berlin","0"
"215500","215500","Mühlener Bahnhof","50.7734847","6.2240144","","","0","","Europe/Berlin","0"
"100933","100933","Oberforstb. Schule","50.7223202","6.1419558","","","0","","Europe/Berlin","0"
"210532","210532","Eygelshovener Str.","50.86779","6.09199","","","0","","Europe/Berlin","0"
"100145","100145","Schwester-Zita-Weg","50.7939102","6.1569427","","","0","","Europe/Berlin","0"
"100957","100957","Magelspfad","50.686285","6.1471438","","","0","","Europe/Berlin","0"
"213242","213242","Bergrath Schule","50.8054144","6.2782883","","","0","","Europe/Berlin","0"
